lakename,lakeid,lake_number,lake_abbr_biocom,plotid,site,plot,zone,type,source,species,scientific_name,common_name,diameter,diameter_estimated,length,length_estimated,length_range_code,branchiness,decay,orientation,elevation,intersections,comment_code,comments
Big Muskellunge Lake,BM,45,BM,45231,2,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45241,2,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45311,3,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45341,3,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45351,3,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45411,4,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45431,4,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45441,4,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45511,5,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45521,5,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45541,5,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45551,5,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45611,6,A,1,LOG,N,CONIFER,,conifer,14.1,0,,,1,0,3,PARA,0,3,0,
Big Muskellunge Lake,BM,45,BM,45611,6,A,1,LOG,N,HARDWOOD,,hardwood,17,0,,,1,0,3,PERP,1,0,0,
Big Muskellunge Lake,BM,45,BM,45621,6,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45641,6,D,1,LOG,N,BEPA,Betula papyrifera ,paper birch,12.4,0,,,3,0,3,OBL,2,1,0,
Big Muskellunge Lake,BM,45,BM,45641,6,D,1,LOG,N,CONIFER,,conifer,33.4,0,,,3,0,3,OBL,0,2,0,
Big Muskellunge Lake,BM,45,BM,45651,6,E,1,LOG,N,HARDWOOD,,hardwood,12.8,0,,,2,1,4,OBL,0,3,0,
Big Muskellunge Lake,BM,45,BM,45711,7,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45721,7,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45731,7,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45741,7,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45751,7,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45821,8,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45831,8,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45851,8,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45221,2,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45251,2,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45331,3,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,15.5,0,,,3,1,2,PERP,0,0,0,
Big Muskellunge Lake,BM,45,BM,45421,4,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45451,4,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45531,5,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45611,6,A,1,LOG,N,HARDWOOD,,hardwood,12.5,0,,,2,1,3,PERP,0,0,0,
Big Muskellunge Lake,BM,45,BM,45631,6,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45811,8,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Muskellunge Lake,BM,45,BM,45841,8,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,0,
Big Portage Lake,BP,19,BP,19111,1,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19121,1,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19131,1,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19141,1,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19151,1,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19211,2,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19221,2,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19231,2,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19241,2,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19251,2,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19311,3,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19331,3,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19341,3,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19411,4,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19421,4,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19431,4,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19441,4,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19451,4,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19511,5,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19521,5,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19531,5,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19541,5,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19551,5,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19611,6,A,1,LOG,N,UNK,,unknown,20,0,705,0,3,0,4,PERP,1,,0,
Big Portage Lake,BP,19,BP,19621,6,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19631,6,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big Portage Lake,BP,19,BP,19651,6,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19711,7,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19721,7,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19731,7,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19741,7,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19811,8,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big Portage Lake,BP,19,BP,19821,8,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big Portage Lake,BP,19,BP,19831,8,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big Portage Lake,BP,19,BP,19841,8,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19851,8,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big Portage Lake,BP,19,BP,19351,3,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19641,6,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big Portage Lake,BP,19,BP,19751,7,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big St Germain Lake,BS,11,BSG,11111,1,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11121,1,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11131,1,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11141,1,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11151,1,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11221,2,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11231,2,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11241,2,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11251,2,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11311,3,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11331,3,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11341,3,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11351,3,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11411,4,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11421,4,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11431,4,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11441,4,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11451,4,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11511,5,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,2,2 = measured to H2O(assume length estimated): NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11521,5,B,1,LOG,N,UNK,,unknown,13.6,0,673,0,3,0,2,PARA,3,,0,
Big St Germain Lake,BS,11,BSG,11531,5,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11541,5,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big St Germain Lake,BS,11,BSG,11551,5,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big St Germain Lake,BS,11,BSG,11621,6,B,1,LOG,N,UNK,,unknown,11,0,155,0,1,0,1,PERP,0,,0,
Big St Germain Lake,BS,11,BSG,11631,6,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11641,6,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big St Germain Lake,BS,11,BSG,11651,6,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big St Germain Lake,BS,11,BSG,11721,7,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big St Germain Lake,BS,11,BSG,11731,7,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big St Germain Lake,BS,11,BSG,11741,7,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big St Germain Lake,BS,11,BSG,11751,7,E,1,LOG,N,UNK,,unknown,17.5,0,360,0,2,0,3,PERP,0,,0,
Big St Germain Lake,BS,11,BSG,11751,7,E,1,LOG,N,UNK,,unknown,11,0,370,0,2,0,2,PARA,0,,0,
Big St Germain Lake,BS,11,BSG,11811,8,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big St Germain Lake,BS,11,BSG,11821,8,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big St Germain Lake,BS,11,BSG,11831,8,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big St Germain Lake,BS,11,BSG,11841,8,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big St Germain Lake,BS,11,BSG,11851,8,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Big St Germain Lake,BS,11,BSG,11211,2,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11611,6,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,15.5,0,615,0,3,1,1,PERP,2,,0,
Big St Germain Lake,BS,11,BSG,11711,7,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Birch Lake,BI,29,BI,29111,1,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29121,1,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29131,1,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29141,1,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29151,1,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29211,2,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29221,2,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29231,2,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29241,2,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29251,2,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29311,3,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29331,3,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29341,3,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29351,3,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29411,4,A,1,LOG,N,BEAL,Betula alleghaniensis ,yellow birch,17.6,0,,,1,0,2,OBL,1,0,0,
Birch Lake,BI,29,BI,29411,4,A,1,LOG,N,CONIFER,,conifer,20.3,0,,,2,0,4,OBL,1,1,0,
Birch Lake,BI,29,BI,29411,4,A,1,LOG,N,UNK,,unknown,21.3,0,,,2,0,3,PERP,0,2,0,
Birch Lake,BI,29,BI,29411,4,A,1,LOG,N,HARDWOOD,,hardwood,30.2,0,,,3,0,3,PERP,0,0,0,
Birch Lake,BI,29,BI,29421,4,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29431,4,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29441,4,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29511,5,A,1,LOG,N,UNK,,unknown,11,0,,,1,0,3,PERP,0,0,0,
Birch Lake,BI,29,BI,29521,5,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29531,5,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29541,5,D,1,LOG,N,BEPA,Betula papyrifera ,paper birch,21.2,0,,,1,0,5,OBL,0,0,0,
Birch Lake,BI,29,BI,29551,5,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29611,6,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29621,6,B,1,LOG,N,CONIFER,,conifer,22.7,0,,,3,3,1,PERP,3,0,0,
Birch Lake,BI,29,BI,29631,6,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29641,6,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29651,6,E,1,LOG,N,CONIFER,,conifer,23.2,0,,,2,1,3,OBL,2,1,0,
Birch Lake,BI,29,BI,29651,6,E,1,LOG,N,CONIFER,,conifer,24.1,0,,,3,2,3,OBL,0,4,0,
Birch Lake,BI,29,BI,29711,7,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29721,7,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29731,7,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29741,7,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29751,7,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29811,8,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29821,8,B,1,LOG,N,CONIFER,,conifer,29,0,,,2,0,3,OBL,0,0,0,
Birch Lake,BI,29,BI,29831,8,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,20,0,,,2,0,3,PERP,0,0,0,
Birch Lake,BI,29,BI,29841,8,D,1,LOG,N,CONIFER,,conifer,32,0,,,3,0,3,PERP,1,0,0,
Birch Lake,BI,29,BI,29851,8,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Birch Lake,BI,29,BI,29451,4,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30111,1,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30131,1,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30141,1,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30151,1,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30211,2,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30231,2,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30241,2,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30251,2,E,1,LOG,N,CONIFER,,conifer,39.8,0,,,3,2,2,PARA,3,2,0,
Black Oak Lake,BO,30,BO,30311,3,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30331,3,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30341,3,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30351,3,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30411,4,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30421,4,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30431,4,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30441,4,D,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.4,0,,,2,0,1,PERP,2,1,0,
Black Oak Lake,BO,30,BO,30451,4,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30511,5,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30521,5,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30531,5,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30551,5,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30611,6,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30621,6,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30631,6,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30641,6,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30711,7,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30721,7,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30731,7,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30741,7,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30751,7,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30811,8,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30821,8,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30831,8,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30841,8,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30851,8,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30121,1,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30221,2,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30541,5,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Black Oak Lake,BO,30,BO,30651,6,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
